# class	strip	residue	count — generated by tools/mine_residues.py
nfv	0	лу	14
nfv	0	ніп	14
nfv	0	рлер	14
nfv	0	рмен	14
nfv	0	сына	14
nfv	0	тке	14
nfv	0	ңдеп	14
nfz	0	дерге	14
nfz	0	імнің	14
vbn	0	дай	14
vbr	0	мақ	14
vbr	0	тылған	14
vbt	0	тыр	14
vbv	0	лар	14
vbv	0	н	14
vbv	0	сады	14
vbv	0	сар	14
vbv	0	стан	14
vfn	0	бе	14
vfr	0	те	14
vft	0	тіру	14
vfv	0	меген	14
vfv	0	меді	14
vfv	0	меу	14
vfv	0	рге	14
vfv	0	рдің	14
vfv	0	тетін	14
vfz	0	дім	14
nbn	0	ады	13
nbn	0	ал	13
nbn	0	даймыз	13
nbn	0	дарымен	13
nbn	0	дарың	13
nbn	0	нің	13
nbn	0	шының	13
nbn	0	ымның	13
nbn	0	ыр	13
nbn	0	ыс	13
nbn	0	ыға	13
nbr	0	лығына	13
nbr	0	на	13
nbr	0	р	13
nbr	0	шылары	13
nbr	0	шыға	13
nbr	0	ымда	13
nbr	0	ыт	13
nbr	0	қа	13
nbt	0	таудың	13
nbt	0	ылда	13
nbt	0	ынды	13
nbt	0	ысын	13
nbt	0	ыңда	13
nbt	0	ыңнан	13
nbt	0	ға	13
nbt	қ	ымыз	13
nbv	0	баның	13
nbv	0	басы	13
nbv	0	бының	13
nbv	0	дайын	13
nbv	0	ларындағы	13
nbv	0	лмаған	13
nbv	0	лшы	13
nbv	0	лығынан	13
nbv	0	лықтарды	13
nbv	0	лыңды	13
nbv	0	натын	13
nbv	0	нымыз	13
nbv	0	ппен	13
nbv	0	рсыз	13
nbv	0	сыл	13
nbv	0	сым	13
nbv	0	сыны	13
nbv	0	сыр	13
nbv	0	ттардың	13
nbv	0	тында	13
nbv	0	тыр	13
nbv	0	шын	13
nbv	0	ғасы	13
nbv	0	ғыр	13
nbv	0	ңызға	13
nbz	0	дасу	13
nfn	0	дету	13
nfn	0	е	13
nfn	0	сі	13
nfn	0	сіздеу	13
nfn	0	ірек	13
nfr	0	шіл	13
nft	0	тердегі	13
nft	0	тірек	13
nft	0	шілердің	13
nft	0	іңе	13
nfv	0	йдің	13
nfv	0	кен	13
nfv	0	лден	13
nfv	0	лілік	13
nfv	0	мізге	13
nfv	0	ндердің	13
nfv	0	рлік	13
nfv	0	шім	13
nfz	0	дерден	13
nfz	0	дес	13
nfz	0	іміз	13
nfz	0	іңнен	13
vbr	0	майтын	13
vbr	0	масы	13
vbr	0	ы	13
vbr	0	ыл	13
vbr	0	ыпты	13
vbr	0	ысып	13
vbt	0	пастан	13
vbt	0	сын	13
vbv	0	лмай	13
vbv	0	сы	13
vbv	0	ушылар	13
vbv	0	ғалы	13
vbv	0	ғасын	13
vbv	0	ғына	13
vbz	0	дым	13
vbz	0	ы	13
vbz	0	ысы	13
vfn	0	діреді	13
vfr	0	дің	13
vfr	0	се	13
vfr	0	іліп	13
vft	0	песе	13
vft	0	тік	13
vfv	0	мек	13
vfv	0	месі	13
vfv	0	ріне	13
vfv	0	сең	13
vfv	0	стік	13
vfv	0	ң	13
vfz	0	мес	13
nbn	0	бас	12
nbn	0	даймын	12
nbn	0	дайсың	12
nbn	0	далып	12
nbn	0	дат	12
nbn	0	дату	12
nbn	0	ларға	12
nbn	0	шылыққа	12
nbn	ын	ны	12
nbr	0	ларымен	12
nbr	0	ларынан	12
nbr	0	лықтар	12
nbr	0	мыз	12
nbr	0	са	12
nbr	0	тас	12
nbr	0	шыларды	12
nbt	0	ады	12
nbt	0	бау	12
nbt	0	па	12
nbt	0	сы	12
nbt	0	тарым	12
nbt	0	тасты	12
nbt	0	татты	12
nbt	0	таумен	12
nbt	0	шасы	12
nbt	0	ырды	12
nbt	0	ырған	12
nbt	п	ына	12
nbv	0	балық	12
nbv	0	ларың	12
nbv	0	лауын	12
nbv	0	лақ	12
nbv	0	лдым	12
nbv	0	лмайды	12
nbv	0	лыс	12
nbv	0	лығында	12
nbv	0	лықтардың	12
nbv	0	мақ	12
nbv	0	мдардың	12
nbv	0	налы	12
nbv	0	нап	12
nbv	0	ндардан	12
nbv	0	ндарға	12
nbv	0	птан	12
nbv	0	рлары	12
nbv	0	рты	12
nbv	0	рша	12
nbv	0	рылып	12
nbv	0	рыны	12
nbv	0	рысу	12
nbv	0	сатын	12
nbv	0	тпен	12
nbv	0	шылдық	12
nbv	0	ғындағы	12
nbv	0	ңмен	12
nfn	0	дермен	12
nfn	0	діктің	12
nfn	0	ке	12
nfn	0	іс	12
nfr	0	лерінде	12
nft	0	кен	12
nft	0	тел	12
nft	0	теледі	12
nft	0	тіктен	12
nft	0	шілері	12
nft	0	іге	12
nft	0	іміз	12
nft	к	іңе	12
nfv	0	лде	12
nfv	0	лердегі	12
nfv	0	лы	12
nfv	0	лігінен	12
nfv	0	лікте	12
nfv	0	ліктерді	12
nfv	0	лін	12
nfv	0	лінің	12
nfv	0	ндері	12
nfv	0	нші	12
nfv	0	реді	12
nfv	0	рлеу	12
nfv	0	рлі	12
nfv	0	рілген	12
nfv	0	ріне	12
nfv	0	стен	12
nfz	0	гі	12
nfz	0	дерінде	12
nfz	0	деріне	12
nfz	0	дікке	12
nfz	0	імде	12
vbr	0	дық	12
vbr	0	маған	12
vbr	0	саң	12
vbr	0	татын	12
vbt	0	саң	12
vbt	0	ылды	12
vbt	0	ына	12
vbt	0	ыпты	12
vbv	0	рынан	12
vbv	0	сатын	12
vbv	0	ттым	12
vbv	0	тылып	12
vbv	0	ға	12
vfn	0	беді	12
vfn	0	бес	12
vfn	0	тіп	12
vfr	0	ме	12
vfr	0	і	12
vft	0	педі	12
vft	0	ін	12
vft	0	іпті	12
vfv	0	лді	12
vfv	0	летін	12
vfv	0	месін	12
vfv	0	рден	12
vfz	0	мелі	12
vfz	0	ім	12
vfz	0	імдер	12
vfz	0	імді	12
nbn	0	ар	11
nbn	0	ат	11
nbn	0	даудың	11
nbn	0	дырақ	11
nbn	0	са	11
nbn	ын	нына	11
nbr	0	ақ	11
nbr	0	лығымен	11
nbr	0	сыздық	11
nbr	0	шаның	11
nbr	0	шыларға	11
nbr	0	шылдық	11
nbr	0	ылы	11
nbr	0	ыны	11
nbr	0	қан	11
nbr	0	қап	11
nbr	0	қат	11
nbt	0	лық	11
nbt	0	таймын	11
nbt	0	тырақ	11
nbt	0	ылып	11
nbt	0	ынын	11
nbt	0	ырдың	11
nbt	0	ыңыз	11
nbt	қ	ымнан	11
nbv	0	байды	11
nbv	0	баны	11
nbv	0	бағы	11
nbv	0	лаудан	11
nbv	0	лма	11
nbv	0	лсын	11
nbv	0	лықтары	11
nbv	0	мар	11
nbv	0	масы	11
nbv	0	насына	11
nbv	0	птар	11
nbv	0	птау	11
nbv	0	рмады	11
nbv	0	рмау	11
nbv	0	рушы	11
nbv	0	рылды	11
nbv	0	рыпты	11
nbv	0	стары	11
nbv	0	сыға	11
nbv	0	тады	11
nbv	0	ттарды	11
nbv	0	шылардың	11
nbv	0	ғасын	11
nbv	0	ғыз	11
nbv	0	ғыл	11
nbv	0	ғылды	11
nbv	0	ғыма	11
nbv	0	ғымыз	11
nbv	0	қал	11
nbv	0	қар	11
nbv	0	ңдатып	11
nbz	0	дасты	11
nbz	0	дауға	11
nbz	0	дықтан	11
nfn	0	бек	11
nfn	0	деуі	11
nfn	0	еді	11
nfn	0	іге	11
nfn	0	імде	11
nfr	0	ке	11
nfr	0	лігіне	11
nfr	0	мін	11
nfr	0	сің	11
nfr	0	шілердің	11
nfr	0	іме	11
nft	0	сіп	11
nft	0	шенің	11
nft	0	ілі	11
nft	0	ісі	11
nft	к	імнен	11
nft	п	ін	11
nfv	0	гінде	11
nfv	0	гіп	11
nfv	0	летін	11
nfv	0	леудің	11
nfv	0	ндеп	11
nfv	0	ндерге	11
nfv	0	нікі	11
nfv	0	ріден	11
nfv	0	тсіз	11
nfv	0	ттер	11
nfv	0	тіп	11
nfz	0	шіл	11
vbn	0	тып	11
vbr	0	сын	11
vbt	0	тырады	11
vbt	0	тырған	11
vbt	0	ылу	11
vbt	0	қалы	11
vbv	0	масының	11
vbv	0	мын	11
vbv	0	ндар	11
vbv	0	рда	11
vbv	0	рсың	11
vbv	0	рым	11
vbv	0	ттың	11
vbv	0	ғым	11
vbv	0	ғысы	11
vbz	0	ыпты	11
vfn	0	ем	11
vfr	0	меді	11
vft	0	сең	11
vft	0	сін	11
vfv	0	дік	11
vfv	0	дің	11
vfv	0	седі	11
vfv	0	сі	11
vfv	0	ушілік	11
vfz	0	ілген	11
nbn	0	басы	10
nbn	0	дарындағы	10
nbn	0	дықтағы	10
nbn	0	сары	10
nbn	0	сын	10
nbn	0	ымызды	10
nbn	0	ысы	10
nbn	0	ған	10
nbn	ын	нын	10
nbn	ын	нынан	10
nbn	ын	нында	10
nbr	0	та	10
nbr	0	шып	10
nbr	0	ылдың	10
nbr	0	ылға	10
nbr	0	ымызға	10
nbr	0	ыпты	10
nbr	0	ырақ	10
nbr	0	ысы	10
nbr	0	ытып	10
nbr	0	қасқа	10
nbt	0	сыздау	10
nbt	0	таушылар	10
nbt	0	тысы	10
nbt	0	ылған	10
nbt	0	ымызды	10
nbt	0	ыры	10
nbt	0	ыс	10
nbt	қ	ымның	10
nbv	0	басын	10
nbv	0	бақ	10
nbv	0	бындағы	10
nbv	0	йсың	10
nbv	0	лауда	10
nbv	0	лаумен	10
nbv	0	лдайды	10
nbv	0	лдарды	10
nbv	0	лдарға	10
nbv	0	лымның	10
nbv	0	лыны	10
nbv	0	лынып	10
nbv	0	лыға	10
nbv	0	мсыз	10
nbv	0	ншыл	10
nbv	0	пат	10
nbv	0	псыз	10
nbv	0	пы	10
nbv	0	рлардың	10
nbv	0	рларға	10
nbv	0	рсын	10
nbv	0	рысып	10
nbv	0	рғы	10
nbv	0	сақ	10
nbv	0	спа	10
nbv	0	стар	10
nbv	0	стағы	10
nbv	0	стыру	10
nbv	0	сымды	10
nbv	0	ттарын	10
nbv	0	ттағы	10
nbv	0	тың	10
nbv	0	тыңды	10
nbv	0	шаға	10
nbv	0	ғатын	10
nbv	0	қалы	10
nbv	0	ңдағы	10
nbz	0	шылар	10
nbz	0	ымын	10
nfn	0	деліп	10
nfn	0	дерімен	10
nfn	0	деуші	10
nfn	0	сін	10
nfn	0	сініп	10
nfn	0	шілдік	10
nfn	0	імізді	10
nfn	0	ір	10
nfr	0	лерінен	10
nfr	0	сіздік	10
nfr	0	ір	10
nft	0	кердің	10
nft	0	керлер	10
nft	0	сі	10
nft	0	сіздеу	10
nft	0	сін	10
nft	0	телді	10
nft	0	телетін	10
nft	0	терің	10
nft	0	тестік	10
nft	0	тікпен	10
nft	0	у	10
nft	0	шіге	10
nft	0	імнің	10
nft	0	ірді	10
nft	к	іме	10
nfv	0	бі	10
nfv	0	гімді	10
nfv	0	дағы	10
nfv	0	лардың	10
nfv	0	лдей	10
nfv	0	лдің	10
nfv	0	лерің	10
nfv	0	леуші	10
nfv	0	ліне	10
nfv	0	ндерді	10
nfv	0	рте	10
nfv	0	ріге	10
nfv	0	ріліп	10
nfv	0	рінде	10
nfv	0	сім	10
nfv	0	ттен	10
nfv	0	шілер	10
nfz	0	дермен	10
nfz	0	десіп	10
nfz	0	деуге	10
nfz	0	дікті	10
nfz	0	у	10
nfz	0	імнен	10
vbn	0	бас	10
vbn	0	дырушы	10
vbn	0	ушының	10
vbr	0	ым	10
vbr	0	ын	10
vbr	0	ғалы	10
vbt	0	пау	10
vbt	0	ушылық	10
vbv	0	лса	10
vbv	0	масына	10
vbv	0	нысты	10
vbv	0	рында	10
vbv	0	рып	10
vbv	0	сқа	10
vbv	0	тпады	10
vbv	0	тпайды	10
vbv	0	тса	10
vbv	0	тылады	10
vbv	0	тылатын	10
vbv	0	тын	10
vbz	0	майтын	10
vbz	0	малы	10
vfn	0	бейтін	10
vfn	0	де	10
vfn	0	дей	10
vfn	0	сін	10
vfr	0	мейді	10
vfr	0	уші	10
vfr	0	іледі	10
vft	0	келі	10
vft	0	пейтін	10
vft	0	тірді	10
vft	0	тің	10
vft	0	ілді	10
vft	0	іледі	10
vfv	0	гіне	10
vfv	0	нер	10
vfv	0	рсің	10
vfv	0	рінің	10
vfv	0	ріп	10
vfv	0	ңіз	10
vfz	0	діру	10
vfz	0	діріп	10
vfz	0	мей	10
vfz	0	мейді	10
vfz	0	сін	10
vfz	0	імнің	10
nbn	0	байды	9
nbn	0	лардың	9
nbn	0	шыға	9
nbn	0	ыңда	9
nbn	ын	ның	9
nbr	0	л	9
nbr	0	лардағы	9
nbr	0	лауға	9
nbr	0	лысы	9
nbr	0	лығынан	9
nbr	0	саң	9
nbr	0	шыларының	9
nbr	0	ылды	9
nbr	0	ымға	9
nbr	0	ыту	9
nbt	0	байдың	9
nbt	0	тайын	9
nbt	0	таудан	9
nbt	0	тауын	9
nbt	0	терді	9
nbt	0	тымын	9
nbt	0	шалар	9
nbt	0	шалары	9
nbt	0	шысы	9
nbt	0	шыға	9
nbt	0	ылдайды	9
nbt	0	ылдау	9
nbt	0	ымның	9
nbt	0	ырады	9
nbt	қ	ыңнан	9
nbv	0	бат	9
nbv	0	бында	9
nbv	0	лаушылар	9
nbv	0	лылар	9
nbv	0	лыпты	9
nbv	0	лығың	9
nbv	0	лықсыз	9
nbv	0	лыңа	9
nbv	0	мдап	9
nbv	0	мдарды	9
nbv	0	ндарының	9
nbv	0	ндат	9
nbv	0	ндатып	9
nbv	0	пақ	9
nbv	0	птай	9
nbv	0	пшы	9
nbv	0	рсаң	9
nbv	0	рсың	9
nbv	0	ршылық	9
nbv	0	рылған	9
nbv	0	рымен	9
nbv	0	спен	9
nbv	0	спын	9
nbv	0	сса	9
nbv	0	старын	9
nbv	0	тайдың	9
nbv	0	татын	9
nbv	0	тсыз	9
nbv	0	шар	9
nbv	0	ғал	9
nbv	0	ғыдай	9
nbv	0	ғылған	9
nbv	0	ғымның	9
nbv	0	ғыны	9
nbv	0	ғынып	9
nbv	0	ңқа	9
nbz	0	дат	9
nbz	0	дықпен	9
nbz	0	у	9
nbz	0	ыма	9
nbz	0	ындағы	9
nbz	0	ыңа	9
nbz	0	ыңнан	9
nfn	0	дерінен	9
nfn	0	мін	9
nfn	0	шең	9
nfn	0	шінің	9
nfn	0	імнен	9
nfn	0	імнің	9
nfr	0	ліктің	9
nfr	0	іл	9
nft	0	тескен	9
nft	0	тесін	9
nft	0	теумен	9
nft	0	теуі	9
nft	0	іде	9
nft	0	іріп	9
nft	0	ісін	9
nft	п	іне	9
nfv	0	бе	9
nfv	0	бін	9
nfv	0	гіңе	9
nfv	0	ларды	9
nfv	0	лары	9
nfv	0	леріндегі	9
nfv	0	лігінде	9
nfv	0	ліктердің	9
nfv	0	ліктерін	9
nfv	0	лінен	9
nfv	0	лің	9
nfv	0	мізде	9
nfv	0	ректі	9
nfv	0	рімен	9
nfv	0	рінен	9
nfv	0	ріс	9
nfv	0	седі	9
nfv	0	скен	9
nfv	0	спен	9
nfv	0	стері	9
nfv	0	сында	9
nfz	0	дерінен	9
nfz	0	дерің	9
nfz	0	дету	9
nfz	0	іп	9
nfz	0	ір	9
vbn	0	бады	9
vbn	0	баса	9
vbn	0	дық	9
vbn	0	сам	9
vbn	0	ушылар	9
vbr	0	амын	9
vbr	0	улы	9
vbr	0	ушылық	9
vbr	0	ынып	9
vbr	0	ысы	9
vbt	0	сам	9
vbt	0	тырылған	9
vbt	0	ылады	9
vbt	0	ымды	9
vbt	0	ынды	9
vbt	0	қа	9
vbv	0	лмайды	9
vbv	0	рдай	9
vbv	0	сақ	9
vbv	0	стың	9
vbv	0	тайын	9
vbv	0	ңыздар	9
vbz	0	дың	9
vbz	0	майды	9
vbz	0	ыс	9
vfn	0	іпті	9
vfn	0	іс	9
vfr	0	емін	9
vfr	0	мейтін	9
vfr	0	сін	9
vfr	0	ілді	9
vft	0	уші	9
vft	0	ім	9
vfv	0	гім	9
vfv	0	гінің	9
vfv	0	гің	9
vfv	0	йміз	9
vfv	0	лмеген	9
vfv	0	мелі	9
vfv	0	рде	9
vfv	0	рінен	9
vfv	0	тер	9
vfv	0	тілген	9
vfz	0	імін	9
vfz	0	іпті	9
vfz	0	іс	9
nbn	0	далу	8
nbn	0	дасу	8
nbn	0	даудан	8
nbn	0	даумен	8
nbn	0	де	8
nbn	0	дысы	8
nbn	0	ларын	8
nbn	0	сақ	8
nbn	0	ымызда	8
nbn	0	ымызға	8
nbn	0	ысты	8
nbn	0	ыт	8
nbn	0	ыңның	8
nbn	0	ыңыз	8
nbn	0	ғырған	8
nbr	0	ады	8
nbr	0	байдың	8
nbr	0	шалар	8
nbr	0	шаны	8
nbr	0	шылығы	8
nbr	0	шыны	8
nbr	0	ыммен	8
nbr	0	ымын	8
nbr	0	ырды	8
nbr	0	ысты	8
nbr	0	ысып	8
nbr	0	ыңызды	8
nbr	0	қар	8
nbt	0	ақ	8
nbt	0	дар	8
nbt	0	тарың	8
nbt	0	тастық	8
nbt	0	тын	8
nbt	0	ул	8
nbt	0	шылары	8
nbt	0	шыны	8
nbt	0	ымнан	8
nbt	0	ыру	8
nbt	0	ыңның	8
nbt	0	ін	8
nbt	0	қар	8
nbt	п	ында	8
nbt	п	ыр	8
nbt	п	ың	8
nbv	0	дыр	8
nbv	0	дің	8
nbv	0	йдырып	8
nbv	0	ларсың	8
nbv	0	лаушылық	8
nbv	0	лдардан	8
nbv	0	лдарының	8
nbv	0	лмайтын	8
nbv	0	лмаса	8
nbv	0	лыма	8
nbv	0	лықтарға	8
nbv	0	лғын	8
nbv	0	лғысы	8
nbv	0	масын	8
nbv	0	мдары	8
nbv	0	мыздағы	8
nbv	0	насын	8
nbv	0	ндас	8
nbv	0	ндату	8
nbv	0	па	8
nbv	0	птары	8
nbv	0	птарын	8
nbv	0	птық	8
nbv	0	рларының	8
nbv	0	рылады	8
nbv	0	рылу	8
nbv	0	рыма	8
nbv	0	рынды	8
nbv	0	рыға	8
nbv	0	ссыз	8
nbv	0	стаушы	8
nbv	0	стырып	8
nbv	0	сыңды	8
nbv	0	тасы	8
nbv	0	тау	8
nbv	0	ттары	8
nbv	0	ттау	8
nbv	0	тынан	8
nbv	0	усыз	8
nbv	0	шағы	8
nbv	0	шылықты	8
nbv	0	шыны	8
nbv	0	шыға	8
nbv	0	ғалы	8
nbv	0	ғатты	8
nbv	0	ғылып	8
nbv	0	ғырақ	8
nbv	0	ғыс	8
nbv	0	қасы	8
nbz	0	ады	8
nbz	0	бын	8
nbz	0	дайын	8
nbz	0	дарымен	8
nbz	0	дасын	8
nbz	0	дасқан	8
nbz	0	дату	8
nbz	0	даушы	8
nbz	0	дықта	8
nbz	0	дықтар	8
nfn	0	дел	8
nfn	0	дет	8
nfn	0	деудің	8
nfn	0	деулі	8
nfn	0	дірек	8
nfn	0	лер	8
nfn	0	сіздікке	8
nfn	0	шілікке	8
nfr	0	лердегі	8
nfr	0	сіп	8
nfr	0	тін	8
nfr	0	тіп	8
nfr	0	шінің	8
nfr	0	імнің	8
nfr	0	іні	8
nfr	0	ісі	8
nfr	0	іт	8
nfr	0	іңнің	8
nfr	0	іңіз	8
nfr	0	іңізге	8
nft	0	керлік	8
nft	0	кері	8
nft	0	лі	8
nft	0	сің	8
nft	0	шілерге	8
nft	0	іден	8
nft	0	іме	8
nft	0	іңнен	8
nfv	0	ймін	8
nfv	0	кер	8
nfv	0	кесі	8
nfv	0	кесін	8
nfv	0	кет	8
nfv	0	лау	8
nfv	0	леумен	8
nfv	0	леуі	8
nfv	0	ліктері	8
nfv	0	лісі	8
nfv	0	мге	8
nfv	0	мдеп	8
nfv	0	ндерден	8
nfv	0	пке	8
nfv	0	рлердің	8
nfv	0	рсіз	8
nfv	0	рілу	8
nfv	0	ріні	8
nfv	0	сте	8
nfv	0	стей	8
nfv	0	сіздік	8
nfv	0	тте	8
nfv	0	тіне	8
nfv	0	тінін	8
nfv	0	тінің	8
nfv	0	шесі	8
nfv	0	шең	8
nfv	0	шілік	8
nfv	0	шін	8
nfv	0	і	8
nfz	0	детті	8
nfz	0	ші	8
nfz	0	імізге	8
nfz	0	іңнің	8
vbn	0	ам	8
vbn	0	бақ	8
vbn	0	да	8
vbn	0	дырылу	8
vbn	0	ушыға	8
vbn	0	ым	8
vbn	0	ыпты	8
vbn	0	ың	8
vbr	0	масын	8
vbr	0	мау	8
vbr	0	шы	8
vbr	0	ысты	8
vbr	0	ғызу	8
vbt	0	ам	8
vbt	0	палы	8
vbt	0	тыратын	8
vbt	0	ыр	8
vbt	0	қызып	8
vbt	қ	ы	8
vbt	қ	ыл	8
vbv	0	йдың	8
vbv	0	лы	8
vbv	0	мал	8
vbv	0	масаң	8
vbv	0	мастан	8
vbv	0	мсыз	8
vbv	0	ндап	8
vbv	0	ншы	8
vbv	0	стырған	8
vbv	0	там	8
vbv	0	тпа	8
vbv	0	ғынан	8
vbz	0	дық	8
vbz	0	масын	8
vbz	0	ысымен	8
vfn	0	дірген	8
vfn	0	дірмей	8
vfn	0	діруші	8
vfn	0	ің	8
vfr	0	ілу	8
vfr	0	іпті	8
vfr	0	іс	8
vfr	0	ісіп	8
vfr	0	іңдер	8
vft	0	пелі	8
vft	0	тірген	8
vft	0	ілетін	8
vft	0	імді	8
vft	0	іні	8
vfv	0	лер	8
vfv	0	лі	8
vfv	0	месең	8
vfv	0	мін	8
vfv	0	н	8
vfv	0	рім	8
vfv	0	рімен	8
vfv	0	рінде	8
vfz	0	беді	8
vfz	0	дік	8
vfz	0	дің	8
vfz	0	мейтін	8
vfz	0	сем	8
vfz	0	уші	8
vfz	0	іліп	8
vfz	0	імге	8
vfz	0	імдердің	8
vfz	0	ініп	8
vfz	0	іңдер	8
nbn	0	далады	7
nbn	0	далатын	7
nbn	0	датқан	7
nbn	0	дауда	7
nbn	0	даушылық	7
nbn	0	дықтары	7
nbn	0	на	7
nbn	0	сынып	7
nbn	0	шылдықтың	7
nbn	0	шым	7
nbn	0	шыны	7
nbn	0	ыны	7
nbn	0	ып	7
nbn	0	ыстан	7
nbn	0	ысын	7
nbn	0	ысың	7
nbn	0	і	7
nbn	0	ғыру	7
nbn	ын	нындағы	7
nbn	ын	ныңа	7
nbr	0	дайын	7
nbr	0	ларың	7
nbr	0	лылығы	7
nbr	0	лықта	7
nbr	0	ма	7
nbr	0	ның	7
nbr	0	сын	7
nbr	0	у	7
nbr	0	шасы	7
nbr	0	шыдан	7
nbr	0	ыбы	7
nbr	0	ысына	7
nbr	0	ысқа	7
nbr	0	ыға	7
nbr	0	ған	7
nbt	0	ба	7
nbt	0	бас	7
nbt	0	са	7
nbt	0	тастыру	7
nbt	0	тауда	7
nbt	0	те	7
nbt	0	тен	7
nbt	0	терін	7
nbt	0	терінің	7
nbt	0	тым	7
nbt	0	тықта	7
nbt	0	шасын	7
nbt	0	шаға	7
nbt	0	шыларға	7
nbt	0	ыда	7
nbt	0	ылға	7
nbt	0	ымызға	7
nbt	0	ыттың	7
nbt	0	ыңдап	7
nbt	0	інің	7
nbt	0	қап	7
nbt	қ	ып	7
nbv	0	балар	7
nbv	0	балы	7
nbv	0	дасы	7
nbv	0	дым	7
nbv	0	ларның	7
nbv	0	лдарына	7
nbv	0	лмады	7
nbv	0	лпақ	7
nbv	0	лша	7
nbv	0	лылау	7
nbv	0	лымен	7
nbv	0	лымыз	7
nbv	0	лындағы	7
nbv	0	лынған	7
nbv	0	лықтарының	7
nbv	0	лғы	7
nbv	0	матты	7
nbv	0	матын	7
nbv	0	мдарын	7
nbv	0	наттың	7
nbv	0	ныс	7
nbv	0	птарының	7
nbv	0	рдағы	7
nbv	0	рларды	7
nbv	0	рларына	7
nbv	0	рлығы	7
nbv	0	рмаса	7
nbv	0	рысын	7
nbv	0	рыңыз	7
nbv	0	сал	7
nbv	0	сатты	7
nbv	0	стардың	7
nbv	0	старына	7
nbv	0	сыма	7
nbv	0	сыңа	7
nbv	0	сыңда	7
nbv	0	сыңдар	7
nbv	0	тайым	7
nbv	0	талы	7
nbv	0	тан	7
nbv	0	ттарына	7
nbv	0	ттарға	7
nbv	0	тша	7
nbv	0	тымды	7
nbv	0	тыңа	7
nbv	0	шылықтың	7
nbv	0	шына	7
nbv	0	шында	7
nbv	0	шығы	7
nbv	0	ғамын	7
nbv	0	ғылар	7
nbz	0	далған	7
nbz	0	дардағы	7
nbz	0	дарындағы	7
nbz	0	дасы	7
nbz	0	ымнан	7
nbz	0	ыр	7
nbz	0	ырақ	7
nbz	0	ысы	7
nbz	0	ыға	7
nfn	0	гідей	7
nfn	0	делу	7
nfn	0	десу	7
nfn	0	десіп	7
nfn	0	дікте	7
nfn	0	ек	7
nfn	0	се	7
nfn	0	шілердің	7
nfn	0	іп	7
nfr	0	гі	7
nfr	0	леуге	7
nfr	0	леуші	7
nfr	0	іге	7
nfr	0	імде	7
nfr	0	іміздің	7
nft	0	керлердің	7
nft	0	сініп	7
nft	0	тетті	7
nft	0	теуші	7
nft	0	шесі	7
nft	0	шілікке	7
nft	0	шіні	7
nft	0	ілді	7
nft	0	іліне	7
nft	0	ірдің	7
nft	к	іңнен	7
nft	п	інде	7
nft	п	інің	7
nft	п	ір	7
nft	п	ірі	7
nfv	0	гір	7
nfv	0	дім	7
nfv	0	леріміз	7
nfv	0	лмеген	7
nfv	0	лмей	7
nfv	0	лілігі	7
nfv	0	лімді	7
nfv	0	лімен	7
nfv	0	мет	7
nfv	0	мізден	7
nfv	0	ндерін	7
nfv	0	ндерінің	7
nfv	0	ншісі	7
nfv	0	псіз	7
nfv	0	птен	7
nfv	0	птің	7
nfv	0	ректе	7
nfv	0	ректей	7
nfv	0	ректің	7
nfv	0	ретін	7
nfv	0	рлері	7
nfv	0	рме	7
nfv	0	рілді	7
nfv	0	рің	7
nfv	0	сек	7
nfv	0	сер	7
nfv	0	стер	7
nfv	0	стік	7
nfv	0	сімді	7
nfv	0	тпен	7
nfv	0	ттері	7
nfv	0	ттеу	7
nfv	0	ттік	7
nfv	0	тінде	7
nfv	0	шілердің	7
nfv	0	ңге	7
nfv	0	ңсіз	7
nfz	0	ген	7
nfz	0	гісі	7
nfz	0	дет	7
nfz	0	діктен	7
nfz	0	нің	7
nfz	0	шілер	7
nfz	0	іге	7
nfz	0	іммен	7
nfz	0	іміздің	7
vbn	0	дырылды	7
vbn	0	дың	7
vbn	0	саң	7
vbn	0	ыс	7
vbr	0	мастан	7
vbr	0	мен	7
vbr	0	сам	7
vbr	0	ушылар	7
vbr	0	ымды	7
vbr	0	ынды	7
vbt	0	амын	7
vbt	0	пасаң	7
vbt	0	тырушы	7
vbt	0	ының	7
vbt	0	ыс	7
vbt	қ	ысып	7
vbv	0	лмайтын	7
vbv	0	лмаған	7
vbv	0	лық	7
vbv	0	майсың	7
vbv	0	мның	7
vbv	0	мға	7
vbv	0	ндарын	7
vbv	0	ныпты	7
vbv	0	рлық	7
vbv	0	рмын	7
vbv	0	рың	7
vbv	0	стар	7
vbv	0	стыр	7
vbv	0	стырды	7
vbv	0	тушы	7
vbv	0	ушының	7
vbv	0	ғып	7
vbz	0	дыру	7
vbz	0	мады	7
vbz	0	ым	7
vfn	0	дің	7
vfn	0	сең	7
vfn	0	те	7
vfn	0	ушілер	7
vfn	0	ім	7
vfn	0	іскен	7
vfn	0	ісіп	7
vfr	0	гелі	7
vfr	0	меген	7
vfr	0	мек	7
vfr	0	мелі	7
vfr	0	месе	7
vfr	0	меу	7
vfr	0	сең	7
vfr	0	тетін	7
vft	0	пестен	7
vft	0	песін	7
vft	0	тір	7
vft	0	улі	7
vft	0	і	7
vft	0	ілмей	7
vft	0	імге	7
vft	0	іңдер	7
vfv	0	гінен	7
vfv	0	гіңді	7
vfv	0	леу	7
vfv	0	мге	7
vfv	0	мді	7
